Model,MAE,MSE,RMSE,R^2
random_forest,8.496181818181817,134.317804,11.58955581547455,0.8917044525470598
gradient_boosting,7.258289116162217,118.62755218512416,10.89162761873193,0.9043549304387805
svm,9.7655589100183,167.74522813342085,12.951649629812445,0.8647531394026725
neural_network,6.115997232267133,91.44956492155534,9.562926587690367,0.9262675505213513
