Model,MAE,MSE,RMSE,R^2
random_forest_hsl,5.175272727272728,61.974516363636354,7.87238949516831,0.9500322073629852
gradient_boosting_hsl,5.013370280671472,53.379887054923756,7.306154053599182,0.9569617435705762
svm_hsl,8.213476133379407,122.4846264815671,11.067277284028222,0.9012451120821614
mlp_hsl,26.232822805025958,864.6146909716837,29.404331160080545,0.30289270293137616
