Model,MAE,MSE,RMSE,R^2
random_forest_hsl,7.252699163799168,93.10413244616414,9.64904826634027,0.959404227872425
gradient_boosting_hsl,7.619387427670823,96.64711922967055,9.830926671970987,0.9578593954322816
svm_hsl,8.611231261927896,111.83611509291238,10.575259575675313,0.9512366065322573
mlp_hsl,29.482344077838366,1260.0284380594044,35.49687927211918,0.45059552136097103
