Model,MAE,MSE,RMSE,R^2
random_forest,6.9107272727272715,100.67889745454545,10.033887454747807,0.9188262762485424
gradient_boosting,6.99620748852094,101.13413047986428,10.056546647824206,0.9184592384603459
svm,9.278052811456696,150.71520738066815,12.276612211056769,0.8784838241341939
neural_network,5.990412752042776,89.6304004426523,9.467333333238685,0.9277342765046748
