Model,MAE,MSE,RMSE,R^2
random_forest_cmyk,7.498373855437492,111.49124545153565,10.558941492949739,0.9101086743319287
gradient_boosting_cmyk,6.8798241752938765,91.02895059104546,9.540909316781365,0.9266066765182975
svm_cmyk,7.629261548080856,100.65541086764519,10.032717023201899,0.9188452126271194
mlp_cmyk,19.872910097369815,497.5057700535212,22.304837368909936,0.598879239203891
