Model,MAE,MSE,RMSE,R^2
random_forest,7.415772727272728,108.1045799090909,10.397335231158554,0.9128392192637015
gradient_boosting,6.885658014455739,91.04151297350028,9.541567637107661,0.9265965479274128
svm,7.629261548080856,100.65541086764519,10.032717023201899,0.9188452126271194
neural_network,9.701639501041205,218.08865539569197,14.767825005588737,0.8241630697792521
