Model,MAE,MSE,RMSE,R^2
random_forest_lab,8.959599541092528,135.46700367206114,11.639029326883799,0.9442758620520108
gradient_boosting_lab,9.406837322714722,160.21432469043248,12.657579732730602,0.9340960906472395
svm_lab,10.663523070747926,210.03377277118878,14.492541970654726,0.9136029393846247
mlp_lab,16.871628081990096,575.351889474973,23.986493897086604,0.7633299092127781
