Model,MAE,MSE,RMSE,R^2
random_forest_cmyk,8.728043125979703,131.7511945968147,11.478292320585615,0.9458043542448304
gradient_boosting_cmyk,8.412239780090845,114.19432204998895,10.686174341175095,0.9530263460303944
svm_cmyk,9.894191570300343,185.76701346102573,13.629637319497013,0.923585032489922
mlp_cmyk,33.86336348694668,1527.5627551945595,39.084047323614776,0.37163947391398766
