Model,MAE,MSE,RMSE,R^2
random_forest_hsv,8.192313725490196,115.36284862745099,10.740709875397016,0.9496988609224629
gradient_boosting_hsv,7.4499489259419285,91.16105263483736,9.547829734281889,0.9602514601399285
svm_hsv,7.75627284064765,90.47693534524171,9.511936466631898,0.9605497526954497
mlp_hsv,29.315475092063583,1223.267778003407,34.97524521720194,0.46662410505198415
