Model,MAE,MSE,RMSE,R^2
random_forest_lab,7.497602821143994,93.51076183802779,9.670096268291633,0.9592269271050071
gradient_boosting_lab,7.601610094926561,92.5988072123369,9.622827402189904,0.9596245625396818
svm_lab,8.690861698507296,147.18326324454165,12.131910947766706,0.9358243500188002
mlp_lab,8.396297588686432,114.46051499877069,10.698622107485182,0.9500923013574956
